City_ID,City,Country,Date,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed
246,Lingao,CN,2022-10-01 16:12:51,19.9103,109.6859,77.45,89,100,10.13
247,Honningsvag,NO,2022-10-01 16:16:40,70.9821,25.9704,42.55,75,100,4.61
248,Isangel,VU,2022-10-01 16:16:41,-19.55,169.2667,75.36,90,27,5.82
249,Dhali,IN,2022-10-01 16:16:42,10.5,77.1667,74.46,66,100,7.54
250,Castro,BR,2022-10-01 16:16:42,-24.7911,-50.0119,67.41,74,89,6.89
251,Saint-Pierre,RE,2022-10-01 16:16:43,-21.3393,55.4781,71.28,64,0,11.5
252,Port Lincoln,AU,2022-10-01 16:16:44,-34.7333,135.8667,56.32,86,6,8.16
253,Trinidad,BO,2022-10-01 16:16:45,-14.8333,-64.9,89.58,43,15,5.75
254,Srednekolymsk,RU,2022-10-01 16:16:45,67.45,153.6833,26.1,88,100,8.99
255,Kanniyakumari,IN,2022-10-01 16:16:46,8.0833,77.5667,79.41,82,95,16.91
256,Anadyr,RU,2022-10-01 16:16:47,64.75,177.4833,28.9,92,0,8.95
257,Gazojak,TM,2022-10-01 16:16:48,41.1875,61.4036,60.76,14,0,18.43
258,Poros,GR,2022-10-01 16:16:48,37.4994,23.4536,78.46,70,34,9.31
259,Mareeba,AU,2022-10-01 16:16:49,-17.0,145.4333,68.72,87,24,2.17
260,Superior,US,2022-10-01 16:16:50,46.7208,-92.1041,58.44,83,100,21.85
261,Njombe,TZ,2022-10-01 16:16:50,-9.3333,34.7667,58.89,70,37,7.0
262,Kampong Chhnang,KH,2022-10-01 16:16:51,12.1667,104.55,77.2,92,100,2.93
263,West Helena,US,2022-10-01 16:16:52,34.5507,-90.6418,71.35,34,0,10.29
264,Tiksi,RU,2022-10-01 16:16:53,71.6872,128.8694,15.33,94,86,11.14
265,Kamaishi,JP,2022-10-01 16:16:53,39.2667,141.8833,65.75,75,0,5.3
266,Qaqortoq,GL,2022-10-01 16:16:54,60.7167,-46.0333,39.34,88,100,9.51
267,Cape Town,ZA,2022-10-01 16:16:55,-33.9258,18.4232,66.11,65,0,18.41
268,Ilebo,CD,2022-10-01 16:16:56,-4.3167,20.5833,82.99,61,55,2.42
269,Alofi,NU,2022-10-01 16:16:56,-19.0595,-169.9187,69.69,88,100,18.45
270,Kruisfontein,ZA,2022-10-01 16:16:57,-34.0033,24.7314,60.31,69,44,7.74
271,Putina,PE,2022-10-01 16:16:58,-15.4667,-69.4333,49.73,50,5,7.29
272,Avera,US,2022-10-01 16:16:59,33.194,-82.5271,71.91,41,26,8.12
273,Pochutla,MX,2022-10-01 16:16:59,15.7432,-96.4661,85.82,71,6,3.36
274,Coari,BR,2022-10-01 16:17:00,-4.085,-63.1414,96.37,39,60,1.81
275,Dayong,CN,2022-10-01 16:17:01,25.0209,118.2898,75.34,92,0,1.36
