City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Cabo San Lucas,MX,22.8909,-109.9124,94.6,63,2,3.4,clear sky
347,Pahrump,US,36.2083,-115.9839,86.85,15,0,3.0,clear sky
348,Mushie,CD,-3.0167,16.9,76.53,80,73,3.89,light rain
349,Sambava,MG,-14.2667,50.1667,69.13,80,10,9.6,clear sky
350,Umm Lajj,SA,25.0213,37.2685,87.37,49,0,7.74,clear sky
351,Palmer,US,42.1584,-72.3287,59.59,79,100,6.64,overcast clouds
352,Esmeraldas,BR,-19.7625,-44.3139,82.67,45,100,1.3,overcast clouds
353,Bilibino,RU,68.0546,166.4372,27.63,92,100,1.28,overcast clouds
354,Markova,UA,48.6758,24.4138,59.27,75,100,5.21,overcast clouds
355,Belousovka,KZ,50.1339,82.5239,24.71,85,9,2.24,clear sky
356,Marsh Harbour,BS,26.5412,-77.0636,82.71,72,42,1.54,scattered clouds
357,Pevek,RU,69.7008,170.3133,32.81,83,100,6.38,overcast clouds
358,Boende,CD,-0.2167,20.8667,74.91,92,94,3.53,moderate rain
359,Teya,RU,60.3778,92.6267,26.78,95,100,2.62,overcast clouds
360,Esperance,AU,-33.8667,121.9,53.44,81,100,13.4,overcast clouds
361,Izyum,UA,49.2088,37.2485,64.81,65,100,3.67,overcast clouds
362,Lagoa,PT,39.05,-27.9833,71.38,82,100,20.89,overcast clouds
363,Barcelos,PT,41.5388,-8.6151,68.92,85,100,4.56,overcast clouds
364,Boat Of Garten,GB,57.2491,-3.759,48.36,78,8,11.07,clear sky
365,Zhezkazgan,KZ,47.8043,67.7144,37.06,30,0,10.18,clear sky
366,Smithers,CA,54.7804,-127.1743,64.76,58,93,4.23,overcast clouds
367,Junin,AR,-34.5838,-60.9433,81.9,24,100,4.56,overcast clouds
368,Clarksburg,US,39.2807,-80.3445,54.9,97,100,9.4,moderate rain
369,Tezu,IN,27.9167,96.1667,76.93,67,100,4.14,overcast clouds
370,Baykit,RU,61.67,96.37,27.34,87,100,3.33,overcast clouds
371,Farafangana,MG,-22.8167,47.8333,70.03,78,39,9.55,scattered clouds
372,Andenes,NO,69.3143,16.1194,41.94,75,3,10.36,clear sky
373,Mercedes,AR,-34.6515,-59.4307,80.85,24,99,4.74,overcast clouds
374,Trelaze,FR,47.45,-0.4667,64.72,89,75,13.8,broken clouds
375,Monastyrshchina,RU,54.3496,31.838,47.21,85,100,14.99,overcast clouds
376,Sisimiut,GL,66.9395,-53.6735,34.32,96,100,15.61,light snow
377,Namibe,AO,-15.1961,12.1522,66.61,87,77,5.46,broken clouds
378,Shieli,KZ,44.1667,66.75,47.14,23,0,20.42,clear sky
379,Turka,UA,49.1541,23.0297,54.14,95,100,7.45,overcast clouds
380,Hofn,IS,64.2539,-15.2082,46.9,93,100,7.05,overcast clouds
381,Westport,US,41.1415,-73.3579,61.09,93,100,11.99,overcast clouds
382,Ruteng,ID,-8.6136,120.4721,62.53,90,98,1.05,overcast clouds
383,Yuzhou,CN,34.1628,113.4639,68.09,91,86,9.26,overcast clouds
384,Chara,RU,56.9064,118.2631,27.68,82,100,6.58,overcast clouds
385,Sainte-Marie,RE,-20.8968,55.5496,68.16,84,50,10.36,scattered clouds
386,Rovaniemi,FI,66.5,25.7167,38.61,93,0,6.91,clear sky
387,Lae,PG,-6.7221,146.9847,74.86,70,39,6.11,scattered clouds
388,Tondano,ID,1.3038,124.9112,69.89,83,87,0.83,overcast clouds
389,Zhangjiakou,CN,40.81,114.8794,59.36,81,58,2.89,broken clouds
390,Alyangula,AU,-13.8483,136.4192,76.69,64,53,3.85,broken clouds
391,Parrita,CR,9.5201,-84.3225,78.57,86,100,8.32,overcast clouds
392,Valdivia,CL,-39.8142,-73.2459,67.48,37,5,3.15,clear sky
393,Tambura,SS,5.6,27.4667,73.94,79,50,1.41,scattered clouds
394,Dhidhdhoo,MV,6.8833,73.1,81.59,79,100,17.4,moderate rain
395,Bethanien,NA,-26.502,17.1583,76.66,7,0,6.51,clear sky
396,Broome,US,42.2506,-75.833,65.17,65,100,6.17,overcast clouds
397,Vanavara,RU,60.34,102.2797,27.59,73,100,4.03,overcast clouds
398,Lasa,IT,46.6166,10.7002,51.37,98,100,5.48,overcast clouds
399,Hasaki,JP,35.7333,140.8333,63.0,73,6,11.63,clear sky
400,Rio Gallegos,AR,-51.6226,-69.2181,51.62,32,6,17.65,clear sky
401,Disna,BY,55.568,28.1971,45.01,95,100,4.21,overcast clouds
402,Jardim,BR,-21.4803,-56.1381,79.97,63,100,2.01,overcast clouds
403,Leh,IN,34.1667,77.5833,48.15,47,2,6.6,clear sky
404,Puerto Escondido,MX,15.85,-97.0667,83.34,76,26,8.81,scattered clouds
405,Airai,TL,-8.9266,125.4092,60.87,92,100,0.85,overcast clouds
406,Umm Kaddadah,SD,13.6017,26.6876,93.96,26,50,9.19,scattered clouds
407,Bathsheba,BB,13.2167,-59.5167,84.31,72,90,13.44,overcast clouds
408,Mithi,PK,24.7318,69.7981,82.02,67,6,14.32,clear sky
409,Waipawa,NZ,-41.4122,175.5153,47.82,96,100,15.55,overcast clouds
410,Vikulovo,RU,56.8167,70.6107,27.48,83,5,5.84,clear sky
411,Jonkoping,SE,57.7814,14.1562,52.39,93,75,4.61,light rain
412,Chunoyar,RU,57.4467,97.3217,29.8,91,100,4.05,overcast clouds
413,Eirunepe,BR,-6.6603,-69.8736,95.27,34,87,3.58,overcast clouds
414,Krasnyy Profintern,RU,57.7446,40.435,55.42,99,100,0.78,overcast clouds
415,Sosnovo-Ozerskoye,RU,52.5249,111.5418,24.37,70,7,13.15,clear sky
416,Bay Roberts,CA,47.5999,-53.2648,65.34,68,100,11.01,overcast clouds
417,Juneau,US,58.3019,-134.4197,53.22,81,64,7.14,light rain
418,Tupik,RU,54.4253,119.9327,29.37,88,8,7.63,clear sky
419,Vila Praia De Ancora,PT,41.811,-8.8526,64.11,87,100,6.24,overcast clouds
420,Jiangyou,CN,31.7667,104.7167,70.07,86,100,4.12,overcast clouds
421,Baffa,PK,34.4378,73.2194,63.93,80,55,5.68,broken clouds
422,North Augusta,US,33.5018,-81.9651,76.14,60,100,6.91,overcast clouds
423,Rancho Palos Verdes,US,33.7445,-118.387,76.77,68,49,7.0,scattered clouds
424,Chester,US,40.1254,-75.8749,58.73,97,100,12.66,overcast clouds
425,Puerto Leguizamo,CO,-0.1934,-74.7819,81.52,69,100,3.31,overcast clouds
426,Ust-Nera,RU,64.5667,143.2,19.47,96,100,2.48,overcast clouds
427,Helong,CN,42.5397,128.9972,56.86,94,100,3.4,overcast clouds
428,Starodub,RU,52.5844,32.7633,51.31,95,19,7.94,few clouds
429,Hastings,GB,50.8552,0.5729,63.28,86,67,16.42,broken clouds
430,Koungou,YT,-12.7336,45.2042,76.71,73,20,8.05,few clouds
431,Pokosnoye,RU,55.5258,101.0536,25.54,92,95,6.49,overcast clouds
432,Chiang Klang,TH,19.2938,100.8617,73.58,99,100,1.34,overcast clouds
433,Preobrazheniye,RU,42.9019,133.9064,58.12,92,4,13.56,clear sky
434,Grandola,PT,38.1772,-8.5668,66.34,33,75,6.2,broken clouds
435,Half Moon Bay,US,37.4636,-122.4286,72.79,76,100,5.75,mist
436,Ust-Karsk,RU,52.7011,118.8077,31.42,86,64,7.36,broken clouds
437,Gazli,UZ,40.1333,63.45,61.05,16,3,15.14,clear sky
438,Guayaramerin,BO,-10.8368,-65.3614,97.84,27,99,2.91,overcast clouds
439,Cedar City,US,37.6775,-113.0619,69.4,39,20,3.44,few clouds
440,La Serena,CL,-29.9078,-71.2542,60.31,77,40,4.61,scattered clouds
441,Cockburn Town,TC,21.4612,-71.1419,82.9,75,28,19.06,scattered clouds
442,Dalian,CN,38.9122,121.6022,62.53,82,40,11.18,moderate rain
443,San Ignacio,BZ,17.1561,-89.0714,84.29,58,100,4.16,overcast clouds
444,Ryotsu,JP,38.0833,138.4333,67.68,78,100,3.06,overcast clouds
445,Yarmolyntsi,UA,49.1924,26.8373,59.38,83,100,3.62,light rain
446,Waiouru,NZ,-39.4833,175.6667,46.67,98,96,3.13,overcast clouds
447,Kandrian,PG,-6.2167,149.55,75.43,92,80,5.46,broken clouds
448,Saint Anthony,US,45.0205,-93.218,72.14,51,75,13.8,broken clouds
449,Ewa Beach,US,21.3156,-158.0072,83.98,67,8,9.91,clear sky
450,Palana,RU,59.1167,159.9667,35.83,93,100,5.68,light rain
451,Chokurdakh,RU,70.6333,147.9167,22.06,94,100,4.0,overcast clouds
452,Salalah,OM,17.0151,54.0924,78.03,84,40,6.06,scattered clouds
453,Tomigusuku,JP,26.185,127.675,78.57,83,0,2.3,clear sky
454,College,US,64.8569,-147.8028,50.2,85,99,3.87,overcast clouds
455,General Roca,AR,-39.0333,-67.5833,77.94,22,0,9.26,clear sky
456,Marawi,PH,7.9986,124.2928,68.5,95,100,1.54,overcast clouds
457,Inhambane,MZ,-23.865,35.3833,73.38,88,40,11.5,scattered clouds
458,Lucapa,AO,-8.4192,20.7447,68.58,80,89,2.89,light rain
459,Nelson,NZ,-41.2833,173.2833,46.38,93,100,6.8,light rain
460,Matagami,CA,49.7502,-77.6328,46.51,57,40,9.22,scattered clouds
461,Muli,MV,2.9167,73.5667,82.18,76,100,17.56,overcast clouds
462,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,78,75,20.71,broken clouds
463,Gdov,RU,58.7406,27.8122,46.26,79,100,5.57,overcast clouds
464,Port Blair,IN,11.6667,92.75,81.19,81,100,14.99,overcast clouds
465,Mucurapo,TT,10.6667,-61.5333,90.97,63,26,6.96,scattered clouds
466,Sam Phran,TH,13.727,100.2153,76.98,95,99,4.43,light rain
467,Ketchikan,US,55.3422,-131.6461,55.87,94,100,19.57,moderate rain
468,Biloela,AU,-24.4167,150.5,61.93,84,65,2.35,broken clouds
469,Qurayyat,SA,31.3318,37.3428,82.15,31,0,10.98,clear sky
470,Antofagasta,CL,-23.65,-70.4,64.24,62,7,8.43,clear sky
471,Povenets,RU,62.8487,34.8262,43.07,89,92,5.86,overcast clouds
472,Honningsvag,NO,70.9821,25.9704,42.55,70,100,8.05,overcast clouds
473,Wichita Falls,US,33.9137,-98.4934,85.24,20,0,11.5,clear sky
474,Usinsk,RU,65.9939,57.5281,37.47,95,100,18.45,overcast clouds
475,Launceston,AU,-41.45,147.1667,44.24,91,100,4.61,overcast clouds
476,Bredy,RU,52.4153,60.3411,42.53,45,100,6.71,overcast clouds
477,Muros,ES,42.7762,-9.0603,65.16,84,68,1.1,broken clouds
478,Manokwari,ID,-0.8667,134.0833,78.31,74,61,2.19,broken clouds
479,Sioux Lookout,CA,50.1001,-91.917,55.69,56,100,8.14,overcast clouds
480,Sangar,RU,63.9242,127.4739,19.81,89,71,2.06,broken clouds
481,Sabang,ID,5.8933,95.3214,81.25,79,100,16.82,overcast clouds
482,Eyrarbakki,IS,63.863,-21.1481,47.21,92,100,18.99,overcast clouds
483,Channel-Port Aux Basques,CA,47.5702,-59.1367,54.39,81,100,14.7,overcast clouds
484,Talaya,RU,61.3833,152.75,16.03,96,100,3.24,overcast clouds
485,Coquimbo,CL,-29.9533,-71.3436,60.53,77,40,4.61,scattered clouds
486,Kashi,CN,39.4547,75.9797,65.84,27,96,4.68,overcast clouds
487,Sao Jose Do Rio Pardo,BR,-21.5956,-46.8886,79.66,57,51,6.78,broken clouds
488,Oriximina,BR,-1.7656,-55.8661,96.58,36,100,5.17,overcast clouds
489,Quibdo,CO,5.6947,-76.6611,81.41,85,100,3.0,moderate rain
490,Henties Bay,NA,-22.116,14.2845,56.93,87,0,3.42,clear sky
491,Lata,PT,40.1629,-8.3327,69.93,57,71,2.39,broken clouds
492,Larsnes,NO,62.2028,5.5773,53.76,77,23,5.86,few clouds
493,Palauig,PH,15.435,119.9045,79.63,77,7,3.36,clear sky
494,Bam,IR,29.106,58.357,80.15,13,0,6.53,clear sky
495,Namatanai,PG,-3.6667,152.4333,77.77,84,9,7.07,light rain
496,Kabare,CD,-2.4683,28.8242,64.9,85,100,1.97,light rain
497,Rocha,UY,-34.4833,-54.3333,63.37,61,44,8.88,scattered clouds
498,Padang,ID,-0.9492,100.3543,77.04,91,98,2.57,moderate rain
499,Lao Cai,VN,22.4833,103.95,75.51,100,100,0.69,overcast clouds
500,Kahului,US,20.8947,-156.47,84.22,67,40,11.99,scattered clouds
501,Barda,AZ,40.3744,47.1267,69.08,38,0,10.02,clear sky
502,Plettenberg Bay,ZA,-34.0527,23.3716,57.7,83,94,4.03,overcast clouds
503,Sao Filipe,CV,14.8961,-24.4956,79.25,78,20,11.36,few clouds
504,Vila,PT,42.0304,-8.1588,56.7,76,100,1.52,overcast clouds
505,Rosario Oeste,BR,-14.8361,-56.4275,95.86,35,89,6.15,overcast clouds
506,Tautira,PF,-17.7333,-149.15,76.69,71,1,8.61,clear sky
507,San Patricio,US,28.017,-97.5169,88.16,29,0,9.8,clear sky
508,Skibbereen,IE,51.55,-9.2667,59.11,85,100,9.62,overcast clouds
509,Okhotsk,RU,59.3833,143.3,32.92,62,11,11.03,few clouds
510,Bushehr,IR,28.9684,50.8385,86.34,61,0,1.92,clear sky
511,Volkach,DE,49.8667,10.2333,56.01,93,100,14.23,overcast clouds
512,Anadyr,RU,64.75,177.4833,32.0,79,100,12.33,overcast clouds
513,Adelaide,AU,-34.9333,138.6,60.33,65,0,9.22,clear sky
514,Canakkale,TR,40.0833,26.8333,61.38,44,1,2.66,clear sky
515,Beloha,MG,-25.1667,45.05,68.94,81,0,7.58,clear sky
516,Tigzirt,DZ,36.8886,4.1198,68.63,72,14,9.8,few clouds
517,Ust-Ilimsk,RU,58.0006,102.6619,27.14,82,100,4.0,overcast clouds
518,Marystown,CA,47.1666,-55.1483,57.97,71,100,17.34,overcast clouds
519,Northport,US,33.229,-87.5772,80.89,31,0,16.11,clear sky
520,Bindura,ZW,-17.3019,31.3306,70.43,36,4,4.54,clear sky
521,Scottsbluff,US,41.8666,-103.6672,72.79,56,0,0.0,clear sky
522,Portland,US,45.5234,-122.6762,80.83,50,0,19.57,clear sky
523,Kutulik,RU,53.3508,102.7839,26.55,70,37,11.81,scattered clouds
524,Imbituba,BR,-28.24,-48.6703,68.0,73,19,9.26,few clouds
525,Solnechnyy,RU,50.7214,136.6319,37.67,95,14,4.76,few clouds
526,Bambanglipuro,ID,-7.95,110.2833,76.41,90,99,3.78,overcast clouds
527,Sungaipenuh,ID,-2.0833,101.3833,65.57,96,100,1.68,overcast clouds
528,Salinopolis,BR,-0.6136,-47.3561,83.41,70,69,13.58,broken clouds
529,Bourail,NC,-21.5667,165.4833,65.98,75,100,0.78,overcast clouds
530,Trelew,AR,-43.249,-65.3051,63.63,28,11,12.41,few clouds
531,Hami,CN,42.8,93.45,45.1,20,100,15.68,overcast clouds
532,Cap Malheureux,MU,-19.9842,57.6142,70.47,69,14,4.0,few clouds
533,Walvis Bay,NA,-22.9575,14.5053,55.09,84,0,9.78,clear sky
534,Honiara,SB,-9.4333,159.95,77.16,82,71,3.38,broken clouds
535,Zhanaozen,KZ,43.3,52.8,65.68,24,91,12.44,overcast clouds
536,Burgos,ES,42.3394,-3.7079,63.01,42,0,3.44,clear sky
537,Wajima,JP,37.4,136.9,69.35,77,100,5.48,overcast clouds
538,Otautau,NZ,-46.15,168.0,33.57,98,53,2.06,broken clouds
539,Watsa,CD,3.0372,29.5355,64.72,96,92,2.13,light rain
540,Yerbogachen,RU,61.2767,108.0108,25.61,81,89,4.21,overcast clouds
541,The Valley,AI,18.217,-63.0578,87.66,84,20,9.22,few clouds
542,Shenjiamen,CN,29.9576,122.298,77.4,89,5,20.15,clear sky
543,Saint-Denis,FR,48.9167,2.3333,65.17,66,0,11.5,clear sky
544,Pringsewu,ID,-5.3582,104.9744,75.54,93,100,1.74,overcast clouds
545,Kuytun,RU,54.3419,101.5036,27.07,88,100,10.4,light snow
546,Havelock,US,34.8791,-76.9013,77.05,73,0,4.0,clear sky
547,Rio Grande,BR,-32.035,-52.0986,62.71,79,17,13.09,few clouds
548,Guaruja,BR,-23.9931,-46.2564,74.89,26,43,5.99,scattered clouds
549,Ndele,CF,8.4109,20.6473,73.18,91,40,0.56,light rain
550,Verkhnetulomskiy,RU,68.6073,31.7962,33.93,97,100,4.43,overcast clouds
551,La Ronge,CA,55.1001,-105.2842,57.76,57,3,6.11,clear sky
552,Mkushi,ZM,-13.6202,29.3939,70.43,28,0,5.82,clear sky
553,Nautla,MX,20.2167,-96.7833,81.86,59,27,8.39,scattered clouds
554,Maceio,BR,-9.6658,-35.7353,81.84,61,20,12.66,few clouds
555,Sinnamary,GF,5.3833,-52.95,84.88,69,14,11.68,few clouds
556,Yuryevets,RU,57.3201,43.1041,55.27,98,100,11.95,overcast clouds
557,Firovo,RU,57.4814,33.7021,44.8,97,100,8.99,light rain
558,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,102.88,16,11,6.46,few clouds
559,Kalmanka,RU,52.8992,83.5433,27.52,89,31,4.16,scattered clouds
560,Kindu,CD,-2.95,25.95,73.99,77,30,2.24,scattered clouds
561,Pangnirtung,CA,66.1451,-65.7125,35.2,48,79,2.57,broken clouds
562,Zhangye,CN,38.9342,100.4517,54.46,27,100,8.72,overcast clouds
563,Halifax,CA,44.6453,-63.5724,65.7,66,100,1.99,overcast clouds
564,Krutinka,RU,56.0055,71.5113,29.97,77,0,4.63,clear sky
565,Salto,UY,-31.3833,-57.9667,71.87,46,1,4.0,clear sky
566,Matadi,CD,-5.8167,13.45,81.88,71,99,9.22,overcast clouds
567,Carballo,ES,43.213,-8.691,65.89,90,25,2.75,scattered clouds
568,Wanaka,NZ,-44.7,169.15,36.1,85,98,1.01,overcast clouds
569,Saint-Augustin,CA,51.226,-58.6502,51.67,33,5,17.02,clear sky
570,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,77,75,13.8,broken clouds
571,Ust-Maya,RU,60.4167,134.5333,21.25,84,100,2.1,overcast clouds
572,Fort Nelson,CA,58.8053,-122.7002,59.22,55,100,3.11,overcast clouds
573,Kharp,RU,66.8014,65.8081,29.7,74,100,4.38,overcast clouds
574,Liverpool,GB,53.4106,-2.9779,57.81,82,40,9.22,scattered clouds
575,Orlik,RU,52.5178,99.825,19.35,76,99,4.5,overcast clouds
576,Klyuchevskiy,RU,53.5317,119.4519,28.11,92,6,5.17,clear sky
577,Sibolga,ID,1.7427,98.7792,76.12,93,100,2.42,overcast clouds
578,Bacungan,PH,9.9106,118.7022,78.6,82,96,2.59,overcast clouds
579,Zyryanka,RU,65.75,150.85,25.81,93,99,9.17,overcast clouds
580,Champerico,GT,14.3,-91.9167,83.84,69,22,5.1,few clouds
581,Yenagoa,NG,4.9247,6.2642,75.18,94,100,3.98,light rain
582,Antalaha,MG,-14.9003,50.2788,65.97,80,1,7.61,clear sky
583,Bismarck,US,46.8083,-100.7837,71.44,45,20,18.41,few clouds
584,Nuevo Progreso,MX,23.1667,-97.95,88.54,58,0,6.6,clear sky
585,Port Hedland,AU,-20.3167,118.5667,73.45,78,0,10.36,clear sky
586,Jalapa,MX,19.5333,-96.9167,70.48,54,15,5.68,few clouds
587,Riverton,US,40.5219,-111.9391,69.04,42,0,4.0,clear sky
588,Asau,RO,46.4333,26.4,67.28,65,100,4.97,overcast clouds
589,Jiuquan,CN,39.7432,98.5174,48.42,24,100,10.56,overcast clouds
590,Sampit,ID,-2.5333,112.95,74.17,98,91,0.67,overcast clouds
591,Lunavada,IN,23.1333,73.6167,78.51,67,0,4.9,clear sky
592,Todos Santos,MX,23.45,-110.2167,92.3,77,4,9.51,clear sky
593,Tual,ID,-5.6667,132.75,82.49,76,100,5.86,overcast clouds
594,Pacific Grove,US,36.6177,-121.9166,63.66,85,100,10.0,overcast clouds
595,Beira,MZ,-19.8436,34.8389,73.49,88,20,6.91,few clouds
596,Maningrida,AU,-12.0667,134.2667,77.31,84,77,5.97,light rain
597,Quatre Cocos,MU,-20.2078,57.7625,71.71,67,82,14.79,broken clouds
598,Kropotkin,RU,45.4375,40.5756,71.29,49,73,2.46,broken clouds
599,Vysokogornyy,RU,50.1167,139.15,30.07,92,10,1.99,clear sky
600,Marienburg,PL,54.0359,19.0266,54.88,76,100,11.74,light rain
601,Shingu,JP,33.7333,135.9833,66.83,79,1,4.63,clear sky
602,Landeck,AT,47.1301,10.5636,46.62,98,100,3.89,light rain
603,Mackay,AU,-21.15,149.2,64.69,75,100,3.76,overcast clouds
604,Xihe,CN,31.6864,113.4659,82.06,51,5,9.66,clear sky
605,Newport,GB,51.5877,-2.9984,61.63,81,95,16.73,overcast clouds
606,Pierre,US,44.3683,-100.351,77.92,36,0,11.5,clear sky
607,Manzhouli,CN,49.6,117.4333,35.91,57,41,19.28,scattered clouds
608,Margate,GB,51.3813,1.3862,60.69,77,100,1.99,overcast clouds
609,Omboue,GA,-1.5746,9.2618,75.18,90,100,5.01,overcast clouds
610,Toktogul,KG,41.8708,72.9402,56.52,58,37,3.15,scattered clouds
611,Doha,QA,25.2867,51.5333,91.38,52,0,4.61,clear sky
612,Xining,CN,36.6167,101.7667,54.57,48,7,2.15,clear sky
613,Dalvik,IS,65.9702,-18.5286,45.19,97,100,2.44,overcast clouds
614,Xuanhua,CN,40.6103,115.0447,61.66,81,76,3.87,broken clouds
615,Lethem,GY,3.3803,-59.7968,88.52,55,100,3.02,overcast clouds
616,Puerto Narino,CO,-3.7703,-70.3831,92.1,43,82,4.61,broken clouds
617,Santa Cruz,BO,-17.8,-63.1667,87.85,37,20,4.61,few clouds
618,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,60.87,80,100,13.42,overcast clouds
619,Laureles,US,26.1092,-97.4941,87.84,55,40,3.0,scattered clouds
620,Maldonado,UY,-34.6667,-54.9167,63.79,62,76,9.24,broken clouds
621,Belyy Yar,RU,53.6039,91.3903,31.89,81,40,2.24,light shower snow
622,Mbanza-Ngungu,CD,-5.25,14.8667,74.86,72,100,7.65,overcast clouds
623,San Jose,US,37.3394,-121.895,74.91,67,20,4.61,few clouds
624,Port Moresby,PG,-9.4431,147.1797,76.21,89,43,2.91,scattered clouds
625,Miramar,US,25.9873,-80.2323,86.0,71,100,12.66,overcast clouds
626,Surt,LY,31.2089,16.5887,82.47,74,0,13.76,clear sky
627,Ostrovnoy,RU,68.0531,39.5131,36.52,97,100,10.42,light rain
628,Worthington,US,40.0931,-83.018,66.25,59,0,17.27,clear sky
629,Beian,NO,63.6559,9.5683,57.0,82,75,5.75,broken clouds
630,Melenki,RU,55.3343,41.6295,57.76,97,100,6.49,overcast clouds
631,Verkhnevilyuysk,RU,63.4453,120.3167,23.47,85,93,3.11,overcast clouds
632,Fukue,JP,32.6881,128.8419,73.38,64,0,3.85,clear sky
633,Mantua,IT,45.1667,10.7833,65.44,83,9,1.99,clear sky
634,Amapa,BR,1.0,-52.0,97.21,28,32,4.38,scattered clouds
635,Nurota,UZ,40.5614,65.6886,53.49,24,0,9.04,clear sky
636,Along,IN,28.1667,94.7667,71.26,91,12,2.04,few clouds
637,Kaeo,NZ,-35.1,173.7833,62.33,97,90,6.55,overcast clouds
638,Saint-Louis,SN,16.3333,-15.0,94.06,26,58,4.97,broken clouds
639,Dera Bugti,PK,29.0307,69.151,83.43,34,0,4.41,clear sky
640,Moskovskiy,RU,55.5991,37.355,58.78,91,75,8.99,thunderstorm with light rain
641,Quincy,US,42.2529,-71.0023,58.57,84,100,12.66,overcast clouds
642,Bulls,NZ,-40.1667,175.3833,55.45,98,100,9.6,light rain
643,Luderitz,NA,-26.6481,15.1594,59.59,77,0,10.27,clear sky
644,Kutum,SD,14.2,24.6667,85.69,19,60,6.98,broken clouds
645,Bosaso,SO,11.2842,49.1816,86.11,61,11,2.91,few clouds
646,Abu Kamal,SY,34.4506,40.9171,83.84,17,0,7.9,clear sky
647,Ucluelet,CA,48.9329,-125.5528,64.09,84,2,1.01,clear sky
648,Gamba,GA,-2.65,10.0,75.42,90,100,6.58,light rain
649,Madison,US,34.7334,-86.5667,78.94,41,0,11.5,clear sky
650,Luwuk,ID,-0.9516,122.7875,76.77,87,100,1.28,overcast clouds
651,Sovetskiy,RU,61.3614,63.5842,31.62,73,100,8.03,overcast clouds
652,Kirakira,SB,-10.4544,161.9205,78.03,83,91,4.79,overcast clouds
653,Srandakan,ID,-7.9386,110.2506,76.53,90,100,3.78,overcast clouds
654,Udachnyy,RU,66.4167,112.4,19.4,97,98,4.36,overcast clouds
655,Harper,LR,4.375,-7.7169,76.1,89,96,9.66,light rain
656,Qianan,CN,44.9932,124.0581,52.48,82,68,6.35,broken clouds
657,Tazovskiy,RU,67.4667,78.7,30.27,73,100,11.95,overcast clouds
658,Erenhot,CN,43.6475,111.9767,60.51,48,12,6.58,few clouds
659,Toamasina,MG,-18.1667,49.3833,67.62,81,0,1.41,clear sky
660,Biak,ID,-0.9131,122.8766,75.63,85,100,0.69,overcast clouds
661,Aswan,EG,24.0934,32.907,92.44,16,0,13.6,clear sky
662,Waspan,NI,14.7419,-83.9717,82.56,79,100,7.99,overcast clouds
663,Gumrak,RU,48.7826,44.3824,62.51,77,0,8.99,clear sky
664,Duku,NG,11.2361,4.9073,77.04,81,81,3.49,broken clouds
665,Itarema,BR,-2.9248,-39.9167,83.05,60,49,19.33,scattered clouds
666,Porto Santo,PT,33.072,-16.3415,71.98,68,40,14.97,scattered clouds
667,Satipo,PE,-11.2522,-74.6386,88.48,41,82,3.2,broken clouds
668,Port Lavaca,US,28.615,-96.6261,86.05,31,0,6.91,clear sky
669,Carman,CA,49.4992,-98.0016,63.88,52,100,9.62,overcast clouds
670,Simbahan,PH,6.3032,120.5836,82.99,72,12,2.24,few clouds
671,Bardiyah,LY,31.7561,25.0865,81.95,60,0,2.8,clear sky
672,Flinders,AU,-34.5833,150.8552,51.19,92,43,3.0,scattered clouds
673,Elizabeth City,US,36.2946,-76.2511,78.82,66,0,11.5,clear sky
674,Kendari,ID,-3.945,122.4989,75.52,91,100,1.48,overcast clouds
675,Whyalla,AU,-33.0333,137.5833,58.17,63,100,4.9,overcast clouds
676,Hvide Sande,DK,56.0045,8.1294,52.09,82,6,19.98,clear sky
677,Batagay-Alyta,RU,67.8006,130.4114,8.35,88,87,4.63,overcast clouds
678,Plouzane,FR,48.3833,-4.6167,62.78,97,100,17.27,light intensity drizzle
679,Fare,PF,-16.7,-151.0167,77.9,69,5,9.28,clear sky
680,Ulaanbaatar,MN,47.9077,106.8832,30.33,69,40,8.95,light snow
681,Inta,RU,66.0317,60.1659,37.83,92,100,10.29,overcast clouds
682,Sola,VU,-13.8833,167.55,79.75,77,17,10.02,few clouds
683,Alekseyevka,RU,50.6309,38.6903,63.39,77,100,8.77,overcast clouds
684,Mbour,SN,14.422,-16.9638,83.25,74,18,14.18,few clouds
685,Kulunda,RU,52.566,78.9385,33.17,61,54,3.49,broken clouds
686,Gawler,AU,-34.6,138.7333,59.47,73,38,7.49,scattered clouds
687,Otavi,NA,-19.65,17.3333,80.83,15,2,8.41,clear sky
688,Bontang,ID,0.1333,117.5,78.42,85,100,0.63,overcast clouds
689,Felsoszentivan,HU,46.1971,19.1869,61.25,89,100,7.56,overcast clouds
690,Nueva Rosita,MX,27.95,-101.2167,85.6,36,0,12.15,clear sky
691,Sur,OM,22.5667,59.5289,81.45,76,5,14.54,clear sky
692,Otorohanga,NZ,-38.1833,175.2,59.18,99,100,2.13,overcast clouds
693,Abapo,BO,-18.8333,-63.4667,85.64,27,37,8.55,scattered clouds
694,Kuusamo,FI,65.9667,29.1833,37.44,81,100,4.61,overcast clouds
695,Milton,US,34.1322,-84.3007,78.06,56,0,3.0,clear sky
696,Miri,MY,4.4148,114.0089,78.66,90,100,3.51,overcast clouds
